type,subnet,specifics,source,Destinations,Environments,Sources,Status
PolicyType.Waypoint,200.1.57.0/24,vienna,vienna,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,vienna,milan,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,vienna,peermilan_14,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,ljubjana,ljubjana,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peermarseille_13,peermarseille_13,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,strasbourg,strasbourg,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,strasbourg,peerstrasbourg_15,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerstrasbourg_15,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,strasbourg,basel,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,strasbourg,peerbasel_3,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbasel_3,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,strasbourg,peerbasel_2,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbasel_2,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,stockholm,stockholm,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,lyon,lyon,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,lyon,marseille,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,lyon,peermarseille_13,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,lyon,peermarseille_12,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,milan,milan,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,milan,peermilan_14,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,roma,roma,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,london,london,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,london,dublin,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,london,lisbon,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,warsaw,warsaw,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,warsaw,kiev,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,warsaw,bucharest,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,warsaw,peerkiev_11,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerkiev_11,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,warsaw,istanbul,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,warsaw,peeristanbul_10,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,warsaw,athens,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,lisbon,lisbon,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,frankfurt,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,praha,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,warsaw,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,peerfrankfurt_7,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerfrankfurt_7,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,strasbourg,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,zurich,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,stockholm,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,vienna,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,milan,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,peermilan_14,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,vaduz,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,roma,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,peerstrasbourg_15,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerstrasbourg_15,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,basel,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,peerbasel_3,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbasel_3,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,peerbasel_2,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbasel_2,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,kiev,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,bucharest,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,peerkiev_11,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerkiev_11,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,istanbul,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,peeristanbul_10,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,athens,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,bratislava,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,budapest,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,sofia,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,zagreb,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,frankfurt,ljubjana,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,brussels,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,luxembourg,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,paris,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,peerbrussels_5,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbrussels_5,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,peerbrussels_6,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbrussels_6,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,peerbrussels_4,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbrussels_4,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,geneva,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,lyon,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,madrid,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,barcelona,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,peerbarcelona_1,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,marseille,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,peermarseille_13,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,peermarseille_12,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,peergeneva_9,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peergeneva_9,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,brussels,peergeneva_8,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peergeneva_8,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peeristanbul_10,peeristanbul_10,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peerbasel_2,peerbasel_2,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbasel_2,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peergeneva_8,peergeneva_8,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peergeneva_8,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,kiev,kiev,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,kiev,bucharest,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,kiev,peerkiev_11,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerkiev_11,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,kiev,istanbul,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,kiev,peeristanbul_10,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,kiev,athens,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,paris,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,geneva,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,lyon,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,madrid,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,barcelona,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,peerbarcelona_1,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,marseille,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,peermarseille_13,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,peermarseille_12,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,peergeneva_9,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peergeneva_9,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,paris,peergeneva_8,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peergeneva_8,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,zurich,zurich,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,zurich,vaduz,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,zurich,roma,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,budapest,budapest,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,budapest,sofia,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,budapest,zagreb,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,budapest,ljubjana,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,madrid,madrid,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,madrid,barcelona,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,madrid,peerbarcelona_1,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,marseille,marseille,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,marseille,peermarseille_13,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_13,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,marseille,peermarseille_12,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,basel,basel,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,basel,peerbasel_3,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbasel_3,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,basel,peerbasel_2,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbasel_2,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bratislava,bratislava,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bratislava,budapest,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bratislava,sofia,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bratislava,zagreb,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bratislava,ljubjana,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peerstrasbourg_15,peerstrasbourg_15,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerstrasbourg_15,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,praha,praha,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,praha,bratislava,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,praha,budapest,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,praha,sofia,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,praha,zagreb,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,praha,ljubjana,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peerbrussels_6,peerbrussels_6,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbrussels_6,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peerbrussels_5,peerbrussels_5,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbrussels_5,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peerbrussels_4,peerbrussels_4,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbrussels_4,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,dublin,dublin,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peerkiev_11,peerkiev_11,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerkiev_11,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peerbasel_3,peerbasel_3,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbasel_3,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,geneva,geneva,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,geneva,peergeneva_9,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peergeneva_9,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,geneva,peergeneva_8,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peergeneva_8,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bucharest,bucharest,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bucharest,istanbul,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bucharest,peeristanbul_10,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peeristanbul_10,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,bucharest,athens,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peergeneva_9,peergeneva_9,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peergeneva_9,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,rotterdam,rotterdam,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peerbarcelona_1,peerbarcelona_1,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,zagreb,zagreb,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,zagreb,ljubjana,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,sofia,sofia,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peermilan_14,peermilan_14,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermilan_14,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,peermarseille_12,peermarseille_12,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peermarseille_12,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,vaduz,vaduz,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,barcelona,barcelona,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,barcelona,peerbarcelona_1,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},peerbarcelona_1,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,luxembourg,luxembourg,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,amsterdam,amsterdam,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,amsterdam,london,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,amsterdam,brussels,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,200.1.57.0/24,amsterdam,frankfurt,{peeramsterdam_0:GigabitEthernet0/0 (200.1.57.0/24)},{9},frankfurt,PolicyStatus.HOLDSNOT
